Opportunity Name,OP Number,Brand Vertical Classification
Apple OMD US_AQ321 ATV+ The Year Earth Changed_ILAAS Q2'21 OP008378,OP008378,Arts & Entertainment
Nature Made Neo-Mindshare US Nature Made Brand Awareness ILAAS Q2-Q3'21 OP008398,OP008398,CPG
Samsung Starcom/APEX US Samsung 'COLD 2' 2021 Q2-Q4'21 OP007440,OP007440,Technology & Computing
Scharffen Berger Chocolate Makers Salmon Borre Agency Northeast & West Coast Awareness Q4'21 OP008582,OP008582,CPG/Food & Drink
Smucker's Zenith/APEX US Uncrustables FY22 (Q3'21+Q1'22) OP008724,OP008724,CPG/Food & Drink
Meijer Publicis/APEX US HDPU Q2'21-Q1'22 OP008396,OP008396,CPG/Food & Drink
H&R Block Publicis/APEX US H&R Block Tax Season Awareness Q1'21 OP007849,OP007849,"Business, Finance, Real Estate"
Smucker's Zenith/APEX US Sahale Snacks FY22 Q2-Q3'21 OP008130,OP008130,CPG/Food & Drink
McDonalds OMD US GCM Deal BOGO Q2'21 OP008238,OP008238,Quick Service Restaurant (QSR)
Campbell's Spark/APEX US Pace F20 Q2-Q3'20 OP004638,OP004638,CPG/Food & Drink
Kruger Xaxis CA Scotties Channel Science ILAAS Q2 '21 OP008164,OP008164,CPG
David Yurman Msix US Channel Science Q2'21 OP007550,OP007550,"Retail, Style & Fashion"
Alcon Laboratories Starcom/APEX US Precision1 FY21 Q4'21 OP007478,OP007478,Health & Fitness
Vizio Palisades Media USA Proactive Q2-Q4 2017 OP001919,OP001919,Technology & Computing
Providence St. Joseph MediaPlus US Texas Covenant Children's Hospital Q2-Q4'21 OP007422,OP007422,Health & Fitness
Enterprise March Madness 2017 OP001812,OP001812,Sports
Samsung Starcom/APEX US Samsung 'COLD 1' 2021 Q2-Q4'21 OP007439,OP007439,Technology & Computing
"Leukemia & Lymphoma Society Kenny Kakaty US, UK & Australia Thousand Times and Devil Within  Q1-Q2'18 OP002655",OP002655,Society
Invisalign Publicis/APEX US Moms Non-Skip 15 Q2'21 (FY21) OP008129,OP008129,Health & Fitness
Starbucks Starcom/APEX US Nespresso Verismo Q4'21 OP007806,OP007806,CPG/Food & Drink
Vitamix DR Q1 2017 OP001696,OP001696,Home & Garden
Merck 2017 OP001703,OP001703,
PBS Splash & Bubbles Q1 2017 OP001708,OP001708,Arts & Entertainment
Centro CDPHE Youth Campaign: Q1- Q2 2017 OP001698,OP001698,Education
Ascension: Awareness Campaign Q1 2017 - Q2 2017 OP001707,OP001707,Health & Fitness
B+L 2017 OP001702,OP001702,
Mars/Wrigley Starcom US M&Ms Caramel Target Q2'17 OP001895,OP001895,CPG/Food & Drink
NBA's MLK Q1 2017 OP001701,OP001701,Sports
Smucker's Zenith/APEX US Cafe Bustelo FY22 (Q2-Q4'21) OP007549,OP007549,CPG/Food & Drink
Cars.com Custom Video Segment Q1 2017 OP001704,OP001704,Automotive
Yahoo Spark/APEX Tourney Pick'em Q1 2017 OP001847,OP001847,Sports
HBO Tune In - Animals Q2 2017 OP001819,OP001819,Arts & Entertainment
DPSG: Snapple Initiative US Straight Up Tea Q2-Q3'17 OP001682,OP001682,CPG/Food & Drink
Hoover Q3-Q4 2017 OP001840,OP001840,
Toyota  HandlPartners USA Hispanic Mother's Day  Q2 2017 OP001918,OP001918,Automotive
JCP Michael Strahan Branded Merchandise Q2-Q4 2017 OP001678,OP001678,
Long John Silver ICON USA Q4 2017 OP001915,OP001915,Quick Service Restaurant (QSR)
Alcon Laboratories Starcom/APEX US Precision1 FY21 (Q1'21) OP007300,OP007300,Health & Fitness
Relevant Play Salmon Borre US Brand Campaign Q2-Q3'21 OP007638,OP007638,Family & Parenting
Exxon Mobil Industrial Lubicants 2017 OP001683,OP001683,
Apple OMD US_ATV+ Billie Trailer Live Event_ILAAMS Q1'21 OP007680,OP007680,Arts & Entertainment
DPSG: Dr Pepper Initiative US Dr. Pepper Hispanic Q3'17 OP001679,OP001679,CPG/Food & Drink
McDonald's Cuties Q1 2017 OP001684,OP001684,Family & Parenting
Visit Tucson Baak Media Q3-Q4 2017 OP001896,OP001896,Travel & Tourism
Enbridge Publicis/APEX Michigan State Awareness Avails Continuation OP009148,OP009148,Energy Oil/Gas
Apple OMD US_ATV+ Ted Lasso_ILAAMS Q1'21 OP007851,OP007851,Arts & Entertainment
"Silk'n Influencer ""LiveLabs"" Influencer Campaign OP001832",OP001832,
IFC Paid Media/Influencer 2017 OP001848,OP001848,Arts & Entertainment
Reynolds Foil Solution Seekers RFP OP001831,OP001831,
MGM Q2-24 2017 OP001834,OP001834,Arts & Entertainment
Jove Water Exverus US Awareness FY21 OP009155,OP009155,CPG/Food & Drink
BBDO: Pearle Vision Q1 2017 OP001857,OP001857,Health & Fitness
ATT Hearts & Science Video ILAAS Test Q3'20 OP005128,OP005128,Telecommunication
Lowe's Starcom/APEX US Content Distribution Initiative Q1-Q2'18 OP002428,OP002428,Home & Garden
Pley.com US Awareness Q1'18 OP002407,OP002407,"Retail, Style & Fashion"
Discover Spark/APEX US Financial Student Loans Q2'Q3'17 OP001842,OP001842,"Business, Finance, Real Estate"
McDonald's OMD US GCM Value 1 Any Size Q3'21 OP009157,OP009157,Quick Service Restaurant (QSR)
Hasbro OMD US Lock Stars Q2-Q3'18 OP002545,OP002545,CPG
Apple OMD US_ATV+ Brand_ILAAMS Q1'21 OP007602,OP007602,Arts & Entertainment
Paysafe ModCo US Skrill Digital Wallet GOIL Q3'21 OP009125,OP009125,"Business, Finance, Real Estate"
MARS/Wrigley Walmart Maltesers OP001867,OP001867,
Kohl's Spark/APEX US Audio Ads Q4'21 OP009150,OP009150,"Retail, Style & Fashion"
CDW Ogilvy & Mather US Acquire FY'18 OP002302,OP002302,Technology & Computing
YETI Spark/APEX US Films Q2'17 OP001879,OP001879,Arts & Entertainment
NBA Playoffs/Finals Q2 2017 OP001881,OP001881,Sports
Morgan Stanley Spark/APEX USA Q2-Q4 2017 OP001882,OP001882,"Business, Finance, Real Estate"
DPSG: A&W Initiative US A&W Base Q2-Q3'17 OP001883,OP001883,CPG/Food & Drink
Anthem Starcom/APEX US Medicare Q4'17 OP002192,OP002192,Health & Fitness
Exploratorium Just Media US Q2-Q3 2017 OP001914,OP001914,Education
Eastern Europe Airline Q2 2017 OP001839,OP001839,Travel & Tourism
Lego.InitiativeNY. Lego Halloween Special '21 OP007689,OP007689,Hobbies & Interests
Luxottica Publicis/APEX DMA Pearle Vision Q3-Q4'20 OP005086,OP005086,"Retail, Style & Fashion"
iRobot Spark/APEX US Roomba Q2'17 OP001852,OP001852,Home & Garden
Venetian Baak Media US Awareness Q1-Q2'18 OP001865,OP001865,Travel & Tourism
Spin Master (Direct) US Paw Patrol Discovery OP008432,OP008432,"Retail, Style & Fashion"
Workday Gyro US Brand Awareness Channel Science ILAAS Q2'21 OP007656,OP007656,"Business, Finance, Real Estate"
Fox Theatrical: Alien - Covenant Q2 2017 OP001868,OP001868,Arts & Entertainment
Luxottica Publicis/APEX US Arnette Sunglasses Q3-Q4'20 OP005088,OP005088,"Retail, Style & Fashion"
Discover Spark/APEX US Discover Financial Q1-Q2'17 OP001837,OP001837,"Business, Finance, Real Estate"
Cotton Mindshare USA Q3-Q4 2017 OP001853,OP001853,"Retail, Style & Fashion"
Whirlpool Digitas/APEX US Maytag Awareness Q3'20 OP005157,OP005157,Home & Garden
MGM Baak Media Grand Welcome To The Show Q2 2017 OP001871,OP001871,Travel & Tourism
Bagster_Geometry_Q2/Q3 2017 OP001870,OP001870,Home & Garden
ATT Hearts & Science US Mobility Postpaid LOB Demand GEN HM ILAAS Q2 2021 OP008550,OP008550,Telecommunication
Spin Master Test Campaign OP001866,OP001866,Hobbies & Interests
CA Lottery Casanova CA Super Ticket Q2'17 OP001903,OP001903,Arts & Entertainment
Western Michigan University EchoPoint US Brand Campaign Q3-Q4'20 & Q1-Q2'21 OP005083,OP005083,Education
Ally Financial Spark US March Madness Q2'17 OP001829,OP001829,"Business, Finance, Real Estate"
MedExpress FitzgeraldCo USA Q3 2017 OP001917,OP001917,Arts & Entertainment
"VF Corp Publicis/APEX Timberland US ""Pro Radius Shoe"" Q1-Q2'21 OP007785",OP007785,"Retail, Style & Fashion"
Harrah's - Atlantic City Baak Media Q2-Q3 2017 OP001875,OP001875,Travel & Tourism
FOX Movie Zenith/APEX 2017 OP001841,OP001841,Arts & Entertainment
Toyota Norcal Regional Q1-Q2 2017 OP001849,OP001849,Automotive
Ben Bridge Jeweler Media Plan US Awareness Campaign Q2-Q4'17 OP001844,OP001844,"Retail, Style & Fashion"
Hanes Spark Foundry US Fresh IQ Q4'17 OP002307,OP002307,"Retail, Style & Fashion"
PHD Sun Life Financial Insurance Q3-Q4 2017 OP001890,OP001890,"Business, Finance, Real Estate"
Gameloft Influencer Campaign Q217 OP001863,OP001863,Arts & Entertainment
Syfy: Blood Drive Q2-Q3 2017 OP001884,OP001884,Arts & Entertainment
Mars/Wrigley Starcom US Amazon Marvel Skittles Q2'17 OP001830,OP001830,CPG/Food & Drink
REI Spark/APEX US Spring Campaign Q1-Q2'18 OP002323,OP002323,Hobbies & Interests
Shure Spacetime Media US Bluetooth Earphones Q1-Q2'18 OP002300,OP002300,Technology & Computing
Grupo Bimbo Starcom/APEX US BBU Entenmann's Little Bites FY21 OP005094,OP005094,CPG/Food & Drink
Snowflake IT USA Tripp & Tyler Q1-Q2 2017 OP001910,OP001910,Technology & Computing
Luxottica Publicis/APEX DMAs Oakley Q3'20 OP005089,OP005089,"Retail, Style & Fashion"
Luxottica Publicis/APEX US Sunglass Hut Q4'20 OP005090,OP005090,"Retail, Style & Fashion"
Bai 2017 OP001869,OP001869,
BBDO: Kerrygold Q1 2017 OP001858,OP001858,
La Prairie_AMP_USA_3/17-4/15_OP001913,OP001913,CPG
Samsung Proactive Partnership Q2 17 OP001877,OP001877,Telecommunication
Honda Powersports Initiative US FY'21 Talon Campaign Q3'20-Q4'20 OP005111,OP005111,Automotive
Sony: George Michael USA Anniversary Release Q4'17 OP002293,OP002293,Arts & Entertainment
Dole Spark Foundry US Fridge Packs Q3'19 OP003413,OP003413,CPG/Food & Drink
SKYN AMP USA Q4'17-Q3'18 OP002003,OP002003,Health & Fitness
Grupo Bimbo Starcom/APEX US HSBG Branding OLV Q2-Q4'18 OP002551,OP002551,CPG/Food & Drink
Discover Spark/APEX US Student Loans The House Film Q3'17 OP002000,OP002000,Arts & Entertainment
FlockU USA Q3-Q4 2017 OP001994,OP001994,Education
Orkin Jackson Spalding US B2B Awareness Campaign Q2'21 OP005912,OP005912,Uncategorized
C+D Test Campaign OP001822,OP001822,
Miss Dior LVMH US Q4 2017 OP002230,OP002230,"Retail, Style & Fashion"
Pizza Hut Blue 449/APEX US Flash Sale 6 Q4 2017 OP002345,OP002345,Quick Service Restaurant (QSR)
Apple OMD US ATV+ Long Way Up ILAAMS Q3'20 OP005844,OP005844,Arts & Entertainment
Ben Bridge Jeweler Media Plus US Brand Q4'18 OP002561,OP002561,"Retail, Style & Fashion"
Invisalign Publicis/APEX US Adults Bumper Q2'21 OP008127,OP008127,Health & Fitness
Alcon Laboratories Starcom/APEX US Pataday Engagement Q3'20 OP004744,OP004744,Health & Fitness
OPTIMA Batteries SpaceTime US Yellowtop Launch Q3'18 OP002589,OP002589,Automotive
Starbucks Starcom/APEX US NCP Teavana Packaged Q4'20 OP004607,OP004607,CPG/Food & Drink
Hanes Spark Foundry US Upfront Comfort Flex Fit / Fresh IQ Q2-Q3'18 OP002218,OP002218,"Retail, Style & Fashion"
Amelia Island TL Cooper Media US Awareness Q1'18 OP002097,OP002097,Travel & Tourism
Daisy Spark/APEX USA Sour Cream Q4'17-Q3'18 OP002184,OP002184,CPG
COTY Cosmetics RFI Publicis/APEX US Cover Girl Beauty Enthusiasts Q2'18-Q3'19 OP002767,OP002767,"Retail, Style & Fashion"
Alcon Laboratories Starcom/APEX US Precision1 Q4'20 OP006239,OP006239,Health & Fitness
Disney XD Horizon Media US Disney Gaming Block Q3 2017 OP002095,OP002095,Arts & Entertainment
Ben Bridge Jeweler Media Plus US Signature Forevermark Q4'17 OP002368,OP002368,"Retail, Style & Fashion"
Sony Music: Grace Vanderwaal US Q4 2017 OP002337,OP002337,Arts & Entertainment
Channel Science_Hilton iProspect US 2021_ILAAS_ OP007979,OP007979,Travel & Tourism
Farmers Insurance Zenith/APEX US Stranger Claims Q4 2017 OP002155,OP002155,"Business, Finance, Real Estate"
Starbucks Spark/APEX US Teavana RTD Q2'18 OP002555,OP002555,CPG/Food & Drink
Pizza Hut Blue 449/APEX US Flash Sale 2 Q1'18 OP002556,OP002556,Quick Service Restaurant (QSR)
Lego Matterkind NY IPG Test Always On Shopper ILAAS Q4'20 OP005419,OP005419,Family & Parenting
EOS.IO Blockchain Global Hong Kong Hackathon Q2 2018 OP002729,OP002729,Technology & Computing
Gwinnett County Jackson Spalding Zip Traffic Referendum Awareness Q4'20 OP005863,OP005863,"Law, Govt & Politics"
Kellogg's Starcom/APEX US Club Already Perfect Q1'19,ct Q1'19,CPG/Food & Drink
Brown Forman Spark/APEX US Korbel Q4'17-Q1'18 OP002232,OP002232,Alcohol/LDA
Live Nation GMedia Chicago Radius Lindsey Stirling Q3'21 OP009962,OP009962,Arts & Entertainment
Dairy Queen Spark/APEX US Food Awareness Q4'20 OP005825,OP005825,Quick Service Restaurant (QSR)
FCA Publicis/APEX US Alfa Romeo Q4'20 OP006052,OP006052,Automotive
Lowe's Starcom/APEX USA Project Authority 2: Holiday/Storage/Kitchen&Bath Q4'17-Q1'17 OP002329,OP002329,Home & Garden
Crate & Barrel Spark/APEX USA Savvy Stylists Q4'17 OP002159,OP002159,Home & Garden
IUPUI Echopoint Media US Enrollment Q2'21 OP005976,OP005976,Education
Qantas Blue 449/APEX US DNSW Q4 2017 OP002059,OP002059,Travel & Tourism
Lurie Children's Hospital grpMedia Skokie FY'20 (Q4'20) OP005892,OP005892,Health & Fitness
Novartis Starcom/APEX US Cosentyx PsO DTC FY'21 OP005843,OP005843,Health & Fitness
Arizona Office of Tourism Baak Media USA  National and Targeted Cities Campaign Q4 '17  - Q1 18' OP002021,OP002021,Travel & Tourism
Health Ade Kombucha Q3 2017 US OP002033,OP002033,CPG/Food & Drink
Ace Hardware Spark/APEX US General Campaign Q1-Q3'18 OP002070,OP002070,Home & Garden
National Association of Sports Medicine Baak Media US Awareness Q1'18 OP002058,OP002058,Education
Converse PHD US Q3 2017 - Q2 2018 OP002057,OP002057,
Cox Communications Spark/Apex US Q3-Q4 2017 OP002055,OP002055,Telecommunication
Secret Wieden + Kennedy CN Invisible Sprays and Clinical Q3-Q4 2017 OP002056,OP002056,
Lowe's Starcom/APEX USA Escape Room Q4'17 OP002341,OP002341,Home & Garden
Evolution Fresh Integer US Celery Glow Q2-Q3'19 OP003419,OP003419,Health & Fitness
HomeAway Blue 449/APEX US Q4 2017 OP002262,OP002262,Travel & Tourism
Grupo Bimbo Starcom/APEX US Entenmann's 120th Birthday Q1'18 OP002285,OP002285,CPG/Food & Drink
Arby's Initiative US Local ARG Campaign Q4'17 OP002264,OP002264,Quick Service Restaurant (QSR)
Discover Financial Spark/APEX US FLASH and MATCH Q4'17 OP002258,OP002258,"Business, Finance, Real Estate"
Lowe's Starcom/APEX USA TrueView+Bumper Appliances Q4'17 OP002286,OP002286,Home & Garden
Olive Garden Starcom/APEX US BOTO - Hispanic Sept. '17 OP002162,OP002162,Quick Service Restaurant (QSR)
National Vision Spark/APEX US America's Best FY'18 OP002220,OP002220,Health & Fitness
Novartis Starcom/APEX US Beovu HCP FY'21 OP006222,OP006222,Health & Fitness
Prudential: Life Insurance USA Q3-Q4 2017 OP002195,OP002195,"Business, Finance, Real Estate"
Lowe's Starcom/APEX USA TrueView+Bumper FLR Q3-Q4'17 OP002207,OP002207,Home & Garden
Starbucks Spark/APEX US Fall Cold Brew Q4'17 OP002223,OP002223,Quick Service Restaurant (QSR)
Prudential Masterbrand USA 2H 2017 Creative Test Phase 2 OP002064,OP002064,"Business, Finance, Real Estate"
Bon Ton Spark/APEX USA Clinique Fall Q3'17 OP002063,OP002063,"Retail, Style & Fashion"
Sub-Zero Wolf The Richard Group US Reclaim The Kitchen Q4 2017 OP002067,OP002067,Home & Garden
REI Spark/APEX US Spring Q1-Q2'21 OP006205,OP006205,"Retail, Style & Fashion"
Comcast College Football Q4 2017 OP002009,OP002009,Arts & Entertainment
Emcay Q4 2017 OP002082,OP002082,Marketing & Media Services
Napa Auto Spark/APEX USA How-To Q3-Q4'17 OP002080,OP002080,Automotive
Huawei Spark/APEX US Mate 10 Pro Q3-Q4'18 OP002550,OP002550,Technology & Computing
Luxottica Publicis/APEX US Persol Holiday Q4'20 OP006033,OP006033,"Retail, Style & Fashion"
KFC Spark/APEX USA $5 Fill Up  Q3-Q4 2017 OP002200,OP002200,Quick Service Restaurant (QSR)
Lowe's Starcom/APEX USA TrueView+Bumper OPE Q3-Q4'17 OP002208,OP002208,Home & Garden
Vonage ICON US Q3 2017 OP002204,OP002204,Telecommunication
GoldieBlox US Spinbrush  IL as a Managed Service Q4'20 OP006396,OP006396,Family & Parenting
Starbucks Spark USA Upstanders PROACTIVE Campaign OP002212,OP002212,Quick Service Restaurant (QSR)
Lowe's Starcom/APEX USA TrueView+Bumper SEA Q3-Q4'17 OP002209,OP002209,Home & Garden
Wingstop Starcom/APEX US Awareness RFI TBD Dates OP003504,OP003504,Quick Service Restaurant (QSR)
Citi Starcom/APEX US  AA Enquiry OP004765,OP004765,"Business, Finance, Real Estate"
Starbucks Spark/APEX US Winter Blonde Espresso Q1'18 OP002342,OP002342,Quick Service Restaurant (QSR)
Smucker's Zenith/APEX US JIF Equity FY21 (Q3'20 - Q1'21) OP004580,OP004580,CPG/Food & Drink
Apple OMD US_ATV+ Wolfwalkers_ILAAMS Q4'20 OP006042,OP006042,Arts & Entertainment
Davis Elen Zircon Awareness Q1'22-Q2'22 OP009896,OP009896,Home & Garden
Starbucks Starcom/APEX US Starbucks Plus Q2-Q3'19 OP003416,OP003416,CPG/Food & Drink
McDonalds OMD US GM Spicy McNuggets Q1'21 OP006768,OP006768,Quick Service Restaurant (QSR)
Washington Health Benefit Exchange MediaPlus Washington State Q4'20-Q1'21 OP005424,OP005424,Health & Fitness
RenRenTV Q1 Q2 2017 OP002027,OP002027,Arts & Entertainment
Grupo Bimbo Starcom/APEX US Bimbo Rise and Shine 2H'17 Q3-Q4'17 OP002043,OP002043,CPG/Food & Drink
Starbucks Spark/APEX US Phase 1 Caffe Latte Q4 2017 OP002272,OP002272,CPG/Food & Drink
Starbucks Spark/APEX US Phase 3 Caffe Latte Q2'18 OP002273,OP002273,CPG/Food & Drink
Vizio Palisades Media USA M&E Series Q4 2017 OP002280,OP002280,Technology & Computing
Jack In The Box Horizon Media US $2 Breakfast Pockets Local Digital Q4 2017 OP002236,OP002236,Quick Service Restaurant (QSR)
Novartis Starcom/APEX US Cosentyx PsO FY'18 OP002271,OP002271,Health & Fitness
Nature's Path MediaPlus Seattle Brand Awareness Q1-Q2'19 OP003308,OP003308,Health & Fitness
Novartis Starcom/APEX US Xolair AA Q4'18 OP002263,OP002263,Health & Fitness
IMS and Tempur-Sealy Blue 449/APEX US Stearns & Foster Mattress Q4 '17 OP002259,OP002259,Home & Garden
Sony Music US Hellboy Soundtrack Awareness Q2'19 OP003418,OP003418,Arts & Entertainment
Ralph Lauren Digitas/APEX US Tokyo Olympics Q3'21 OP008065,OP008065,"Retail, Style & Fashion"
Nestle Spark/APEX US Outshine Q2'21 OP008240,OP008240,CPG/Food & Drink
Alcon Laboratories Starcom/APEX US Pataday Q3'21 OP008220,OP008220,Health & Fitness
"VF Corp Publicis/APEX Timberland US ""Tree"" Q2'21 OP008236",OP008236,"Retail, Style & Fashion"
XAXIS US FY2021 LA Accounts OP008191,OP008191,Uncategorized
Apple OMD US_ATV+ Lisey's Story_ILAAS Q2'21 OP008687,OP008687,Arts & Entertainment
Mars/Wrigley Starcom/APEX US Twix Core Deside FY'18 OP002165,OP002165,CPG/Food & Drink
Mars/Wrigley Starcom/APEX US Twix Variants FY'18 OP002166,OP002166,CPG/Food & Drink
Paramount Home Entertainment Wavemaker US Sherlock Gnomes EST Q2'18 OP002700,OP002700,Arts & Entertainment
Comcast NFL Q4 2017 OP002008,OP002008,Arts & Entertainment
Spin Master Initiative US Batman RC Fall Q3'20 OP005835,OP005835,CPG
JetSuiteX Baak Media US Q3-Q4 2017 OP002006,OP002006,Travel & Tourism
Airbnb Starcom/APEX USA Parents & Kids Q4'17 OP002260,OP002260,Travel & Tourism
Grupo Bimbo Starcom/APEX US BBU Bays English Muffins FY21 OP006275,OP006275,CPG/Food & Drink
Arby's Initiative US Local FRAN Q2-Q4'18 OP002558,OP002558,Quick Service Restaurant (QSR)
Too Faced: BTS Mascara Hero Q1'18 OP002562,OP002562,"Retail, Style & Fashion"
Eli Lilly Taltz Influencer 2H 2017 OP001845,OP001845,Health & Fitness
Anthem Starcom/APEX US Individual Select Markets Q4'20-Q1'21 OP006286,OP006286,Health & Fitness
KFC Spark/APEX US $5 Holiday Fill Up Variety Q4'17 OP002244,OP002244,Quick Service Restaurant (QSR)
WGU PHD USA Q3 17 OP002022,OP002022,Education
Pitney Bowes Digitas/APEX US Q2 2017 OP002024,OP002024,Technology & Computing
HBO Merkle USA Ballers Q2-Q3 2017 OP002004,OP002004,Arts & Entertainment
Pizza Hut Blue 449/APEX US $7.99 All Access Q3 2017 OP002076,OP002076,Quick Service Restaurant (QSR)
Resignation Media The Chive US Captain Morgan Q2'17 OP001996,OP001996,Alcohol/LDA
Kraft Starcom/APEX USA MAX Coffee Q2-Q3'17 OP002040,OP002040,CPG/Food & Drink
Comcast Fantasy Football Q4 2017 OP002007,OP002007,Arts & Entertainment
Whirlpool Digitas/APEX US Maytag OLV Q4'17 OP002256,OP002256,Home & Garden
Honda Spark/APEX US Greater Houston Branding FY'18 OP002255,OP002255,Automotive
Starbucks Spark/APEX US Seattle Best Coffee Q2'18 OP002346,OP002346,CPG/Food & Drink
Promgirl Refuel US Pop Up Store Q1'18 OP002348,OP002348,"Retail, Style & Fashion"
HBO: Baltimore Rising Merkle US Q4 2017 OP002335,OP002335,Arts & Entertainment
